212	4.57238
213	4.57213
214	4.57209
215	4.57206
216	4.57204
217	4.57203
218	4.57201
219	4.572
220	4.57198
221	4.57197
222	4.57196
223	4.57195
224	4.57194
225	4.57193
226	4.57192
227	4.57192
228	4.57191
229	4.5719
230	4.5719
231	4.57189
232	4.57188
233	4.57188
234	4.57187
235	4.57187
236	4.57187
237	4.57186
238	4.57186
239	4.57185
240	4.57185
241	4.57185
242	4.57184
243	4.57184
244	4.57184
245	4.57183
246	4.57183
247	4.57183
248	4.57183
249	4.57182
250	4.57182
251	4.57182
252	4.57182
253	4.57182
254	4.57181
255	4.57181
256	4.57181
257	4.57181
258	4.57181
259	4.57181
260	4.57181
261	4.5718
262	4.5718
263	4.5718
264	4.5718
265	4.5718
266	4.5718
267	4.5718
268	4.5718
269	4.57179
270	4.57179
271	4.57179
272	4.57179
273	4.57179
274	4.57179
275	4.57179
276	4.57179
277	4.57179
278	4.57179
279	4.57179
280	4.57179
281	4.57179
282	4.57178
283	4.57178
284	4.57178
285	4.57178
286	4.57178
287	4.57178
288	4.57178
289	4.57178
290	4.57178
291	4.57178
292	4.57178
293	4.57178
294	4.57178
295	4.57178
296	4.57178
297	4.57178
298	4.57178
299	4.57178
300	4.57178
301	4.57178
302	4.57178
303	4.57178
304	4.57178
305	4.57178
306	4.57178
307	4.57178
308	4.57178
309	4.57178
310	4.57177
311	4.57177
312	4.57177
313	4.57177
314	4.57177
315	4.57177
316	4.57177
317	4.57177
318	4.57177
319	4.57177
320	4.57177
321	4.57177
322	4.57177
323	4.57177
324	4.57177
325	4.57177
326	4.57177
327	4.57177
328	4.57177
329	4.57177
330	4.57177
331	4.57177
332	4.57177
333	4.57177
334	4.57177
335	4.57177
336	4.57177
337	4.57177
338	4.57177
339	4.57177
340	4.57177
341	4.57177
342	4.57177
343	4.57177
344	4.57177
345	4.57177
346	4.57177
347	4.57177
348	4.57177
349	4.57177
350	4.57177
351	4.57177
352	4.57177
353	4.57177
354	4.57177
355	4.57177
356	4.57177
357	4.57177
358	4.57177
359	4.57177
360	4.57177
361	4.57177
362	4.57177
363	4.57177
364	4.57177
365	4.57177
366	4.57177
367	4.57177
368	4.57177
