0 0 2.5548e-008
0 1 -5.99107e-009
0 2 4.91767e-007
0 3 1.00845e-006
0 4 1.86031e-006
0 5 7.48788e-007
0 6 9.50384e-006
0 7 -0.000466376
0 8 -0.0122882
0 9 -0.0213579
0 10 -0.000532279
0 11 0.00460287
0 12 -0.00542604
0 13 0.0217906
0 14 0.606506
0 15 1.09695
0 16 -0.933895
0 17 0.123643
0 18 -0.698448
0 19 -0.116988
0 20 -0.878076
0 21 -0.299168
0 22 -0.246747
0 23 -0.475953
0 24 0.183012
0 25 -0.38758
0 26 -0.100464
0 27 -0.336146
0 28 0.389874
0 29 0.537985
0 30 -0.0384329
0 31 0.836986
0 32 0.314904
0 33 0.112735
0 34 0.0114505
0 35 -0.423916
0 36 -0.204001
0 37 -0.279869
0 38 -0.267617
0 39 -0.220615
0 40 0.175979
0 41 0.377423
0 42 0.284091
0 43 0.440654
0 44 0.010677
0 45 -0.594061
0 46 -0.250408
0 47 0.0696045
0 48 -0.237908
0 49 0.241559
0 50 0.871058
0 51 0.00947098
0 52 -0.776556
0 53 -0.227487
0 54 0.436833
0 55 0.207457
0 56 -0.171218
0 57 -0.172684
0 58 0.0826923
0 59 0.234567
0 60 -0.102588
0 61 -0.30337
0 62 0.135592
0 63 0.321232
0 64 -0.0568877
0 65 -0.186359
0 66 0.0848125
0 67 0.0234167
0 68 -0.317395
0 69 -0.0210819
0 70 0.176148
0 71 0.128858
0 72 0.115302
0 73 -0.0834119
0 74 -0.11754
0 75 -0.00881947
0 76 0.0268923
0 77 -0.00441979
0 78 0.000956686
0 79 -5.36213e-005
0 80 9.15547e-005
0 81 0.000475733
0 82 0.00198125
0 83 0.00731439
0 84 -0.00810251
0 85 -0.000678867
0 86 4.7588e-007
0 87 -1.29325e-007
0 88 -3.82693e-007
0 89 1.18865e-007
0 90 2.5548e-008

1 0 3.98674e-008
1 1 1.49587e-008
1 2 -4.45857e-007
1 3 -8.34501e-007
1 4 -1.8774e-006
1 5 -1.01237e-006
